,ALA,CEA,CWP,NEA,NEF,NPL,NWP,SEA,SPL,SWP,CAN,USA,USC
1979,-1.53,-0.34,-2.3,0.74,0.12,-0.65,-1.95,0.29,0.11,-0.65,-0.73,-0.96,-0.93
1979,-0.3,0.0,-0.05,0.43,-0.15,-0.8,-0.57,1.23,0.27,-0.77,-0.45,0.24,-0.09
1979,-0.81,0.36,-0.61,0.02,-0.21,0.05,-0.77,0.3,0.84,-0.52,-0.55,-0.17,-0.38
1979,0.03,-0.1,0.54,-0.8,0.41,-0.63,0.19,1.64,1.98,-0.33,0.24,1.0,0.82
1979,0.29,-0.14,1.02,-0.32,0.71,-0.31,0.04,-0.23,-0.5,-0.18,0.55,-0.01,0.22
1979,0.01,-0.71,-0.47,-1.1,0.48,-0.61,-0.9,-0.64,-0.01,-0.67,-0.38,-0.89,-0.82
1979,0.19,-0.85,0.55,-0.23,1.25,-0.32,0.45,0.17,0.05,0.25,0.96,-0.18,0.22
1980,-0.55,0.37,0.25,0.13,-0.09,-0.83,-0.05,1.54,0.53,1.13,-0.21,0.84,0.57
1980,0.15,-0.27,0.7,0.51,-0.47,-0.76,0.5,0.87,0.8,2.04,0.03,0.7,0.53
1980,-0.41,-0.94,-0.32,-1.07,-0.5,-0.7,-0.18,0.2,0.19,0.94,-0.56,-0.33,-0.44
1980,1.1,0.31,0.23,-0.73,-0.09,-1.16,0.49,1.1,-0.41,0.26,-0.05,0.83,0.59
1980,-0.67,0.68,-0.15,0.48,-0.22,-0.36,0.13,0.94,0.12,0.27,-0.19,0.63,0.25
1980,-1.63,-0.81,0.29,1.29,-0.69,-0.79,-1.17,0.17,-0.68,0.14,-1.06,-0.92,-1.06
1980,-0.71,-1.03,-1.02,0.3,0.31,-0.39,-1.3,-0.04,-0.31,-0.47,-0.39,-1.1,-0.87
1980,-1.06,-0.22,-0.72,0.26,0.82,-0.02,-1.17,-0.91,1.67,0.42,0.16,-0.87,-0.56
1980,-0.69,-1.45,-0.17,0.18,0.98,-0.9,-0.14,-1.29,-0.7,-0.29,0.54,-2.06,-1.15
1980,-0.09,-0.92,-0.82,0.69,1.11,0.08,-0.7,-1.49,-1.54,-0.49,0.56,-1.68,-1.27
1980,0.56,-1.18,-0.47,1.09,0.45,-0.43,-0.01,-0.59,-0.61,-0.8,0.26,-1.02,-0.64
1980,-0.42,-1.48,0.33,-0.23,0.13,-0.32,0.78,-0.4,-0.47,0.09,0.51,-1.06,-0.6
1981,1.29,-1.69,0.42,-0.37,-0.54,-1.0,0.96,-0.66,-0.34,0.77,0.18,-0.39,-0.24
1981,-0.33,-1.08,0.03,-2.52,0.74,-0.51,0.35,-0.46,0.14,-0.19,0.46,-0.67,-0.36
1981,0.4,0.14,-0.39,1.71,1.04,0.45,0.25,-0.44,-0.52,0.21,0.97,-0.09,0.29
1981,-0.54,-1.33,-0.19,0.82,0.16,-1.16,0.47,-0.6,0.07,0.3,0.23,-1.18,-0.77
1981,-0.5,0.57,0.24,0.69,-0.16,-0.58,1.1,0.33,0.65,1.07,0.1,0.62,0.4
1981,0.05,0.06,0.29,0.85,0.58,-0.94,0.07,-0.86,1.0,0.12,0.42,-0.07,0.15
1981,-1.35,-0.02,-0.86,1.82,0.28,-0.93,-0.65,0.66,1.0,0.33,-0.14,-0.19,-0.19
1981,-0.56,0.36,-0.27,1.2,0.77,-1.35,-0.3,0.54,0.87,-1.01,0.35,0.02,0.18
1981,0.3,1.05,-0.28,2.13,1.47,-1.16,0.22,-1.18,-0.49,-1.06,1.15,-0.22,0.46
1981,-0.97,-0.74,0.97,2.19,1.53,-1.46,0.73,-1.02,-0.29,-0.08,1.58,-1.22,-0.43
1981,0.74,0.26,1.02,0.94,0.98,-1.85,1.4,0.55,0.16,0.23,1.17,0.95,1.2
1981,0.37,0.16,0.88,-0.45,1.12,-1.49,1.04,-0.74,0.34,-0.1,1.09,0.21,0.56
1982,-1.55,-1.02,-0.17,0.95,-0.5,-1.29,-0.3,-0.68,0.15,-0.58,-0.65,-1.33,-1.24
1982,-1.6,-0.14,0.29,-0.06,-0.87,-0.78,0.37,0.19,0.54,-0.11,-0.29,-0.47,-0.43
1982,-1.33,-0.63,1.16,-0.09,-0.76,-0.41,1.06,0.4,0.78,1.43,-0.05,0.06,0.02
1982,-0.34,-1.56,1.58,1.53,-0.13,-0.51,1.11,-0.5,0.81,0.81,0.39,-0.83,-0.46
1982,-1.62,-0.34,-1.05,1.95,-0.31,-0.88,-0.29,-0.28,0.21,1.41,-0.39,-0.63,-0.57
1982,-1.87,2.52,0.91,2.82,-0.07,-0.58,0.04,0.71,-0.4,0.94,0.0,1.31,0.79
1982,-1.17,0.07,0.82,-0.2,-0.45,-0.33,1.23,-0.33,-0.83,0.62,0.17,-0.48,-0.21
1982,-1.43,-0.33,0.69,1.32,-0.83,-0.93,0.76,-0.65,-0.87,0.99,-0.45,-1.11,-1.03
1982,-0.62,-0.21,1.52,1.54,-0.49,-0.23,1.04,-0.69,-0.61,1.87,0.16,-0.04,0.06
1982,-0.81,1.6,2.09,1.44,-0.77,-1.11,1.44,0.74,0.59,2.23,0.1,1.78,1.64
1982,-0.32,-0.92,1.73,-0.81,-0.59,-1.32,1.23,0.85,0.94,3.37,0.14,0.77,0.63
1982,0.55,0.76,1.64,-0.67,0.54,-0.97,1.3,2.0,1.61,2.63,0.97,2.15,1.95
1983,1.44,1.08,2.67,-0.7,-0.14,-0.77,2.59,2.2,1.56,3.02,1.55,3.01,2.83
1983,1.57,2.36,2.89,0.89,1.22,-1.05,3.03,2.24,1.67,2.6,2.68,3.1,3.08
1983,0.78,2.52,3.11,0.89,1.31,-1.27,2.89,2.15,1.29,2.94,2.21,3.11,3.04
1983,-0.55,1.5,1.28,-0.02,0.47,-0.98,1.11,1.4,0.2,2.65,0.74,1.86,1.65
1983,0.06,0.89,1.85,0.9,1.83,-1.18,0.93,0.6,1.37,2.64,1.73,1.68,1.89
1983,0.08,0.87,1.7,0.85,1.25,-0.22,0.79,1.06,1.3,3.31,1.32,1.95,1.8
1983,0.68,1.75,3.03,2.33,-0.18,-0.64,1.86,1.18,1.61,3.3,0.69,3.02,2.2
1983,0.63,1.56,2.57,1.43,-0.5,-0.93,1.89,-0.01,0.98,3.44,0.39,2.67,2.15
1983,-0.24,1.26,1.52,0.96,-0.43,0.7,1.04,0.01,0.59,3.23,0.31,2.01,1.56
1983,-0.37,1.84,0.41,1.19,-0.95,-0.76,0.15,1.14,1.35,2.6,-0.78,2.21,1.65
1983,0.81,1.57,2.55,1.96,1.62,-0.79,2.56,1.0,0.77,1.45,2.41,2.56,2.92
1983,-1.93,0.98,-0.17,0.93,0.5,-0.46,-0.69,0.18,0.27,0.96,-0.14,-0.01,-0.06
1984,-0.78,0.94,-0.95,0.95,-0.67,-0.25,-0.92,1.27,1.01,0.35,-1.0,0.6,0.11
1984,0.57,0.95,0.36,-0.82,1.2,-0.99,0.59,0.24,0.23,-0.15,0.89,0.68,0.77
1984,1.06,1.39,0.37,0.23,0.64,-1.05,0.72,0.65,-0.27,0.56,0.68,1.19,1.1
1984,0.59,2.34,0.57,0.96,1.25,-0.89,0.74,1.59,-0.48,-0.23,1.28,2.19,2.1
1984,-0.21,0.47,1.38,0.69,0.43,-1.25,0.43,-0.08,0.25,0.75,0.36,0.52,0.49
1984,-0.13,1.04,0.19,0.19,0.77,-0.4,-0.5,0.58,0.88,1.25,0.38,1.14,0.87
1984,-0.45,0.43,-0.32,0.56,0.78,-0.94,0.23,0.65,0.73,2.05,0.56,0.79,0.78
1984,-0.08,1.66,0.73,0.73,0.59,-0.93,0.95,0.6,0.84,1.9,0.84,1.95,1.84
1984,-0.11,0.28,1.15,0.96,-0.08,-0.44,0.92,0.95,1.03,1.86,0.34,1.5,1.22
1984,-0.57,1.51,1.38,0.18,-1.08,-0.92,1.22,1.43,1.83,0.19,-0.32,1.81,1.49
1984,0.2,0.69,2.02,0.94,0.17,-0.79,1.47,1.17,1.1,0.13,0.88,1.5,1.48
1984,-1.11,0.27,-0.49,-0.23,-0.62,0.09,-0.96,1.44,1.62,0.23,-0.97,0.26,-0.16
1985,-0.11,0.41,-1.2,2.59,-0.02,0.27,-1.44,0.77,0.66,-0.23,-0.82,0.19,-0.13
1985,-1.23,-0.02,-1.51,-0.25,0.71,-0.92,-1.44,0.16,0.76,-0.87,-0.76,-0.72,-0.76
1985,-1.59,-0.54,-1.55,0.23,0.29,-0.83,-1.38,0.13,0.89,-1.27,-0.56,-0.86,-0.82
1985,-0.41,-0.17,-0.37,0.12,-0.35,-0.8,-0.35,-0.29,0.88,-0.1,-0.53,-0.28,-0.41
1985,-1.61,0.91,-0.24,0.48,0.31,-1.31,-0.41,0.74,0.28,-0.57,0.02,0.26,0.16
1985,-0.95,0.24,-0.18,-0.24,0.04,-0.58,-0.57,-0.1,0.44,1.12,-0.27,0.04,-0.1
1985,-1.57,0.81,-0.17,0.05,0.24,-1.25,-0.77,0.76,0.0,0.59,-0.33,0.13,-0.09
1985,-1.78,0.82,-0.76,0.02,0.71,-0.93,-1.74,2.58,0.49,-0.79,-0.38,0.38,0.1
1985,-1.91,0.44,0.52,-0.02,0.11,-0.92,-1.01,1.4,1.54,0.4,-0.53,0.01,-0.27
1985,-1.35,0.38,0.06,0.94,-0.33,-1.09,-0.11,2.5,1.24,0.16,-0.49,0.96,0.66
1985,-3.17,1.98,-1.25,-0.23,-0.14,-0.79,-2.04,1.44,1.08,-0.33,-1.37,0.18,-0.47
1985,-1.03,0.65,-1.55,0.35,-0.92,0.64,-2.13,0.14,0.84,-0.49,-1.77,-0.29,-0.87
1986,1.55,-0.61,0.74,-1.19,-0.27,-1.0,0.92,0.09,0.77,0.15,0.25,0.51,0.48
1986,-0.51,1.46,1.02,0.7,0.2,-0.85,0.49,1.06,1.18,1.14,0.38,1.13,0.95
1986,0.46,-0.8,0.72,-0.91,0.02,-1.27,0.59,-0.54,0.19,1.06,0.11,-0.16,-0.07
1986,-1.1,1.44,-0.51,-0.17,0.7,-0.92,-0.47,1.5,1.18,0.61,0.24,1.26,1.01
1986,-0.57,1.37,0.81,0.06,0.14,-1.38,0.39,1.95,1.54,0.42,0.07,1.83,1.06
1986,-1.02,-0.09,0.34,0.63,0.14,0.07,-0.01,1.67,0.87,-0.17,0.14,0.45,0.34
1986,-1.37,1.74,-0.29,1.32,0.84,-1.56,-0.43,0.62,-0.27,0.33,0.26,0.47,0.43
1986,-1.03,0.77,-0.19,0.26,1.43,-1.32,-0.81,0.25,-0.31,0.04,0.64,-0.04,0.27
1986,-2.16,-0.43,0.19,0.37,1.2,-1.39,-0.41,0.93,0.24,-0.09,0.51,-1.31,-0.63
1986,-1.49,0.89,-0.59,1.44,1.06,-1.25,-1.1,0.89,1.28,0.89,0.07,0.55,0.52
1986,-0.77,0.03,-0.6,-0.52,-0.43,-1.2,-0.88,1.39,1.42,0.68,-0.94,0.4,-0.12
1986,0.52,0.84,0.02,-1.11,-0.43,-1.55,-0.04,1.91,1.54,1.32,-0.54,1.61,1.0
1987,1.04,2.16,0.19,0.62,1.23,-1.58,0.42,1.68,0.56,0.03,0.76,2.0,1.79
1987,0.61,0.14,0.54,2.02,-0.4,-2.21,0.61,1.57,1.15,0.92,0.04,1.02,0.76
1987,-0.49,2.31,0.83,-0.09,0.51,-2.1,1.06,2.29,1.87,0.43,0.63,2.13,1.76
1987,0.62,1.65,-0.41,-0.73,0.12,-1.45,0.22,0.38,-1.46,-0.13,-0.04,1.13,0.81
1987,0.6,0.2,1.28,-0.15,-1.32,-1.45,1.53,0.43,-0.61,2.18,-0.93,0.93,0.01
1987,0.69,0.75,-0.81,0.41,-0.41,-1.65,-0.87,0.28,1.23,0.24,-0.84,0.86,0.11
1987,-0.82,1.67,1.2,0.81,-0.25,-1.87,0.25,1.45,1.75,0.86,-0.29,1.7,0.88
1987,-1.79,1.27,-0.4,0.96,-0.77,-1.7,-0.95,0.13,-0.29,0.88,-1.38,-0.03,-0.67
1987,-0.28,1.25,-0.61,0.37,-0.6,-1.87,-0.8,-0.31,-0.66,0.35,-1.11,0.24,-0.42
1987,-0.57,-0.25,-0.83,-0.57,-0.08,-1.88,-1.45,-0.92,-0.51,0.7,-1.3,-0.86,-1.33
1987,0.54,-0.34,-0.45,-0.23,-1.86,-1.55,-0.34,0.46,0.68,0.81,-1.49,0.35,-0.39
1987,0.63,1.55,0.21,2.24,0.01,-1.55,0.21,0.47,0.73,-0.02,0.07,1.35,1.03
1988,0.06,-0.38,-0.1,-0.37,-0.7,-1.47,-0.15,0.3,0.64,-0.71,-0.76,-0.14,-0.37
1988,-0.43,0.54,-1.56,-0.06,0.33,-1.19,-1.66,0.18,0.63,-0.19,-1.14,-0.13,-0.43
1988,-0.01,-0.79,-1.36,0.56,-1.46,-0.96,-1.17,-0.34,-0.16,0.01,-1.66,-0.71,-1.12
1988,0.18,1.58,0.02,1.53,0.31,-0.45,0.09,1.02,-0.23,0.68,0.32,1.47,1.2
1988,0.32,0.94,1.24,0.69,-0.95,-0.63,1.27,-0.2,-0.28,-0.23,-0.55,0.6,0.03
1988,-0.06,0.71,-0.19,1.72,-1.31,-1.51,-0.65,0.4,0.86,-1.26,-1.42,0.41,-0.43
1988,-0.52,-0.63,-0.83,0.05,-1.16,-0.86,-0.7,-0.12,0.81,0.18,-1.26,-0.51,-0.97
1988,-0.44,-0.03,-0.81,0.73,-0.5,-1.56,-0.83,-0.41,0.07,-0.22,-1.08,-0.59,-0.95
1988,-0.85,-0.86,-1.78,0.76,-1.16,-1.44,-1.62,0.97,0.94,-0.83,-1.81,-1.06,-1.7
1988,-0.99,-0.17,-1.08,-0.07,-0.06,-0.83,-1.36,0.12,-0.31,-0.96,-1.03,-0.86,-1.21
1988,0.49,-0.55,0.57,1.09,1.54,-0.9,0.53,0.07,-0.49,-1.54,1.14,-0.35,0.24
1988,-0.78,-0.37,-1.61,0.2,-1.1,-1.55,-1.84,-0.36,-0.31,-1.83,-1.98,-1.26,-1.66
1989,-1.37,0.18,-1.26,1.28,-1.21,-1.58,-1.48,0.53,1.25,-2.18,-1.89,-0.71,-1.2
1989,-3.41,-0.39,-1.82,0.13,-1.81,-0.58,-2.36,0.21,0.79,-1.75,-2.67,-1.78,-2.1
1989,-1.9,-0.42,0.56,-0.26,-2.21,-1.31,0.49,0.81,0.14,-0.19,-1.43,-0.22,-0.68
1989,-2.17,-0.6,0.13,-2.13,-1.53,-1.28,-0.27,0.0,0.19,0.44,-1.67,-0.84,-1.26
1989,-1.89,0.4,0.34,-0.99,-0.53,-0.9,0.1,-0.3,-0.13,0.63,-0.57,-0.32,-0.49
1989,-1.95,0.65,-0.25,-0.46,0.0,-1.58,-0.88,0.2,0.43,0.07,-0.55,-0.12,-0.34
1989,-1.39,0.79,0.05,-0.2,-0.68,-1.23,-0.39,0.96,0.63,0.15,-0.83,0.33,-0.23
1989,-1.67,1.19,-0.74,1.2,-1.18,-1.42,-0.89,1.13,1.5,0.02,-1.65,0.43,-0.46
1989,-1.53,0.71,-0.36,-0.41,-1.67,-1.01,-1.14,1.08,0.61,0.24,-1.98,-0.09,-1.12
1989,-1.42,0.17,-0.43,-0.57,-1.2,-1.53,-0.6,-0.17,0.5,-0.41,-1.67,-0.65,-1.29
1989,-1.17,-0.5,-1.1,0.36,0.08,-0.46,-0.79,-0.62,0.21,0.13,-0.45,-1.2,-1.07
1989,-0.79,-1.28,-1.6,0.93,-0.96,-1.55,-1.31,-1.28,-1.43,-0.21,-1.52,-1.89,-1.97
1990,-0.83,-0.4,-0.03,-0.2,0.35,-1.7,-0.03,-0.77,-0.29,-0.23,-0.11,-0.79,-0.65
1990,-1.36,-0.28,-0.25,0.13,-0.13,0.04,-0.45,0.03,1.02,-0.71,-0.37,-0.64,-0.58
1990,-1.45,-1.11,-0.95,-1.4,-0.29,-1.66,-0.89,1.26,1.81,-0.75,-0.89,-0.43,-0.63
1990,-2.37,-0.72,-0.17,-1.3,-0.52,-1.75,-0.35,0.71,1.72,0.94,-0.89,-0.58,-0.77
1990,-2.81,0.99,-0.01,0.27,-0.27,-1.83,-0.38,1.17,1.9,0.14,-0.54,0.54,0.01
1990,-1.29,0.15,1.36,0.19,-0.08,-2.16,0.63,0.56,0.57,0.29,-0.05,0.24,0.12
1990,-1.69,0.7,0.67,1.32,-0.41,-1.6,-0.13,1.02,1.25,0.77,-0.51,0.52,0.05
1990,-0.93,1.46,0.93,1.2,-0.7,-1.63,0.17,1.59,1.39,0.52,-0.76,1.55,0.79
1990,-0.76,0.77,0.32,0.18,-1.14,-1.8,-0.75,0.49,-0.28,0.43,-1.49,0.23,-0.63
1990,-1.07,0.33,-0.21,0.18,0.62,-0.27,-0.15,0.37,0.29,0.53,0.39,0.01,0.18
1990,-1.77,-0.23,-0.01,1.82,0.53,-0.02,0.28,0.98,1.58,0.18,0.57,-0.29,0.04
1990,-2.45,-0.05,-1.11,-0.09,0.52,-1.38,-1.11,0.61,1.17,-0.43,-0.57,-0.96,-0.93
1991,-3.05,1.56,-0.95,-0.04,0.79,-1.5,-1.46,2.19,1.89,-0.29,-0.82,0.44,0.05
1991,-0.4,0.34,0.41,0.13,0.22,0.65,0.62,0.35,0.81,0.46,0.63,0.3,0.41
1991,-2.46,2.02,0.41,1.54,1.55,0.25,0.13,1.23,1.11,0.63,1.22,1.11,1.24
1991,-1.57,0.32,-0.08,0.26,1.17,-0.15,-0.35,1.79,2.47,-0.86,0.81,0.49,0.67
1991,-2.2,0.67,-0.37,1.74,-0.46,0.14,-0.57,2.41,3.31,-0.93,-0.48,1.06,0.33
1991,-2.64,1.42,-1.14,2.38,-1.04,-1.91,-1.4,2.07,1.68,0.02,-1.51,0.89,-0.19
1991,-1.87,2.0,-0.61,2.33,-1.07,-0.53,-0.77,2.35,0.86,0.59,-1.1,1.29,0.21
1991,-0.44,0.54,1.4,1.2,-0.86,-1.77,0.88,1.72,0.59,0.17,-0.58,1.15,0.57
1991,-0.71,-0.05,-0.58,1.15,-1.29,-0.59,-1.13,2.33,1.55,0.51,-1.52,0.83,-0.24
1991,-2.06,0.98,-0.73,0.18,-0.76,-1.18,-1.15,1.59,1.3,1.57,-1.53,0.77,0.05
1991,-0.19,0.65,-0.58,0.06,-0.32,-1.08,-0.17,0.86,0.91,0.57,-0.42,0.74,0.36
1991,0.37,0.3,-0.31,0.93,-1.09,-1.21,-0.2,-0.19,1.64,1.08,-0.86,0.56,0.1
1992,1.83,1.77,0.97,1.6,-0.66,-1.29,1.31,1.41,2.01,2.04,0.42,2.7,2.2
1992,0.74,1.6,1.89,2.02,0.66,-2.08,2.19,1.65,2.39,2.92,1.72,2.31,2.22
1992,-0.29,0.73,0.66,1.05,-1.15,-1.72,0.65,0.04,1.06,4.19,-0.62,1.12,0.58
1992,-0.17,0.67,1.56,0.82,-1.16,-1.69,1.91,0.99,1.37,3.17,-0.3,1.52,0.99
1992,-2.0,1.09,0.54,-0.36,-0.49,-1.29,0.5,0.99,0.4,2.71,-0.46,1.05,0.33
1992,-1.74,1.85,0.26,1.29,-0.8,-1.65,-0.71,2.58,0.66,1.2,-1.06,1.85,0.61
1992,-1.69,2.54,0.82,1.57,-0.16,-1.6,-0.22,1.05,0.89,1.73,-0.37,1.56,0.76
1992,-1.29,0.8,0.02,0.96,-0.28,-1.63,-0.57,1.21,1.41,1.33,-0.76,0.8,0.23
1992,-1.19,0.22,0.0,-0.21,-0.2,-0.87,-0.26,1.46,1.25,0.58,-0.43,0.33,0.0
1992,-1.35,0.6,0.68,1.19,0.0,-1.95,0.65,1.86,1.99,1.97,0.11,1.34,1.25
1992,-0.45,0.59,-0.61,-0.67,0.53,-1.91,-0.41,0.93,1.08,0.99,-0.22,0.72,0.43
1992,-1.47,1.44,-0.09,-1.25,0.49,-1.83,-0.33,0.98,1.6,1.0,-0.22,0.82,0.53
1993,-1.93,1.63,0.54,-0.7,0.22,-1.76,0.18,2.64,2.22,2.36,-0.08,1.83,1.37
1993,-0.6,1.73,0.13,0.98,0.82,-2.28,0.08,2.13,2.41,1.95,0.26,1.58,1.24
1993,-0.54,0.77,0.17,0.72,-0.1,-2.42,0.33,0.29,0.91,1.53,-0.15,0.69,0.44
1993,0.23,2.11,1.76,0.68,1.53,-2.1,1.9,1.56,0.83,1.08,1.84,2.44,2.5
1993,-0.32,2.05,4.12,1.53,-0.04,-0.9,3.1,1.06,1.51,2.65,0.72,2.72,1.92
1993,-0.69,1.0,2.18,1.51,0.85,-2.01,0.24,0.59,2.16,2.19,0.6,1.59,1.25
1993,-2.25,2.67,0.36,2.33,0.72,-1.47,-1.01,0.63,0.84,1.85,-0.04,1.17,0.69
1993,-1.97,1.76,0.05,1.2,0.41,-1.7,-1.07,0.75,0.26,0.91,-0.4,0.6,0.25
1993,-2.54,1.56,-0.53,1.15,-0.09,-0.66,-1.75,0.37,0.1,0.61,-0.9,-0.63,-0.92
1993,-2.12,0.71,-0.42,0.44,0.38,-1.04,-1.51,1.58,1.07,1.51,-0.75,0.58,0.2
1993,-2.0,-0.19,-1.97,-0.23,-0.25,-1.55,-2.2,0.26,0.63,0.34,-1.63,-1.13,-1.54
1993,-0.14,1.93,-0.33,0.2,-0.17,-1.62,-0.29,1.23,0.85,0.21,-0.47,1.42,0.88
1994,-1.46,-0.08,-0.23,-0.7,-0.51,-1.87,-0.39,-0.21,0.86,0.28,-0.9,-0.48,-0.67
1994,-1.52,0.57,0.29,-0.06,-0.7,-2.35,0.17,1.04,1.4,0.18,-0.54,0.18,-0.02
1994,-1.55,1.13,-0.38,0.4,-0.49,-1.91,-0.27,0.74,0.95,0.46,-0.67,0.56,0.15
1994,-1.54,-0.19,-0.16,-0.02,-0.46,-1.45,0.02,0.79,1.97,-0.33,-0.57,-0.14,-0.32
1994,-1.3,1.55,0.3,1.95,0.1,-1.12,0.32,1.17,0.96,0.3,0.1,1.2,0.73
1994,-1.55,0.13,0.15,0.41,0.57,-2.59,-0.96,0.23,0.4,0.39,-0.21,-0.16,-0.2
1994,-1.96,0.74,-0.53,0.81,1.06,-1.74,-0.97,1.05,0.67,0.67,0.14,0.13,0.15
1994,-2.44,0.71,-0.18,1.43,-0.16,-1.07,-0.91,1.75,1.88,0.59,-0.69,0.19,-0.19
1994,-1.02,1.36,-0.25,1.35,0.08,-1.23,-0.67,1.71,0.77,0.18,-0.37,0.9,0.43
1994,-1.02,1.0,-0.14,1.94,-0.94,-1.25,-0.88,2.14,2.28,0.71,-1.45,1.54,0.77
1994,-1.5,-0.6,0.06,1.09,-0.82,-0.79,-0.56,0.79,1.52,-0.21,-0.84,-0.54,-0.76
1994,-0.35,1.26,1.09,-0.09,-0.89,-2.1,0.99,2.83,1.72,0.6,-0.17,1.88,1.34
1995,-0.7,0.93,2.03,-0.2,2.48,-2.04,1.5,0.82,0.63,1.99,2.09,1.35,1.75
1995,-1.56,-0.75,0.38,-0.44,-0.23,-1.94,-0.06,-0.25,0.04,1.18,-0.41,-0.62,-0.58
1995,-2.64,0.64,1.67,-1.89,1.19,-2.93,1.04,1.42,1.96,2.51,0.9,1.08,1.1
1995,-1.75,-0.19,0.13,0.82,-1.94,-1.39,0.12,1.96,2.86,0.36,-1.68,0.39,-0.37
1995,-3.25,1.88,0.35,0.9,-1.07,-1.62,-0.75,1.99,1.91,1.01,-1.3,1.45,0.1
1995,-2.52,0.3,0.09,0.74,-1.09,-2.45,-1.46,1.51,1.39,0.88,-1.7,0.37,-0.58
1995,-2.03,1.42,1.23,1.69,-1.23,-1.27,-0.67,2.14,1.18,1.14,-1.29,1.32,0.13
1995,-1.73,2.79,0.41,1.43,-1.06,-0.86,-0.39,5.25,4.47,1.71,-1.18,4.13,2.48
1995,-1.24,2.41,0.48,2.23,-1.88,-0.94,-0.49,4.48,2.79,0.64,-1.67,3.13,1.28
1995,-1.22,1.21,-0.43,1.44,-0.77,-1.32,-0.64,2.55,3.37,0.4,-1.19,1.8,1.11
1995,-1.46,1.1,0.18,0.36,0.87,-1.2,0.15,0.69,1.16,-0.22,0.44,0.43,0.51
1995,-0.69,1.12,1.37,2.38,0.33,-1.83,1.08,1.51,0.91,0.61,0.79,1.26,1.22
1996,-2.73,3.5,0.57,0.78,0.68,-1.58,0.39,1.03,0.47,-0.4,0.44,1.17,1.05
1996,-1.37,1.14,1.42,0.7,1.18,-1.4,0.71,0.5,0.66,1.04,0.98,0.58,0.72
1996,-4.44,0.67,-0.54,1.87,-0.27,-1.47,-0.54,0.15,0.69,0.62,-0.53,-0.48,-0.54
1996,-1.14,1.32,1.73,1.67,-0.11,-1.39,1.58,0.58,0.54,0.33,0.5,1.14,1.03
1996,-3.99,1.74,0.83,2.58,0.9,-1.51,0.43,0.61,0.44,1.28,0.8,0.46,0.7
1996,-2.88,1.72,-0.92,1.07,0.29,-1.8,-0.56,0.19,0.0,0.18,-0.15,0.03,-0.06
1996,-2.21,2.63,0.15,2.58,2.06,-1.8,-0.32,0.7,0.87,0.58,1.2,0.9,1.17
1996,-1.88,2.07,-0.36,1.43,0.7,-1.21,-0.6,1.96,1.86,0.83,0.18,1.52,1.2
1996,-1.69,7.12,-0.43,3.1,1.2,-2.08,-0.25,2.29,-0.07,0.58,0.63,3.73,2.93
1996,-2.01,2.98,0.16,3.2,0.28,-1.95,-0.13,2.26,3.82,0.55,-0.03,2.61,2.33
1996,-2.45,1.9,-0.58,1.09,0.78,-1.26,-0.83,1.37,2.2,-0.21,-0.13,0.72,0.47
1996,-1.29,3.45,1.3,0.64,1.38,-1.69,0.49,1.71,1.58,0.57,0.94,2.4,2.13
1997,-1.64,2.49,1.03,2.42,0.11,-1.52,0.35,1.23,2.18,0.9,0.19,1.66,1.34
1997,-1.17,1.75,-0.63,0.89,0.94,-2.35,-0.57,1.57,2.76,-0.18,-0.15,0.79,0.54
1997,-2.7,1.73,0.36,2.2,0.67,-1.66,0.42,1.28,2.38,0.61,0.57,1.07,0.97
1997,-2.36,1.98,0.22,2.8,0.95,-1.69,0.09,2.28,3.05,0.06,0.75,1.78,1.59
1997,-3.64,1.21,2.83,3.0,1.34,-1.73,2.15,1.06,1.51,2.9,1.63,1.19,1.56
1997,-1.31,3.08,3.42,1.72,0.83,-1.87,2.49,2.14,1.23,2.93,1.51,3.31,2.71
1997,-1.23,2.17,1.81,2.07,0.72,-1.74,1.29,2.16,1.33,2.07,0.93,2.32,1.9
1997,-1.63,2.22,3.43,1.67,0.52,-1.28,1.81,2.26,1.55,3.31,1.19,2.94,2.73
1997,-0.77,2.63,4.25,1.93,0.54,-0.23,2.39,2.17,1.22,2.37,1.57,3.55,3.3
1997,-1.5,1.93,3.48,3.2,0.22,-0.55,2.49,1.12,2.28,4.14,1.75,2.64,3.11
1997,0.0,1.97,2.4,1.52,0.14,-1.14,1.83,0.15,1.08,4.14,1.06,2.69,2.43
1997,0.79,1.8,0.98,2.24,-0.19,-1.01,1.02,0.5,0.46,3.96,0.53,2.32,1.92
1998,0.27,4.22,3.13,1.11,1.89,-1.81,3.4,1.74,1.18,3.33,3.19,4.03,4.18
1998,1.32,5.34,3.01,2.21,1.39,-2.01,2.97,3.56,2.59,2.89,2.67,4.67,4.24
1998,-2.22,2.23,0.38,1.38,2.06,-1.78,0.51,1.75,1.9,2.19,1.52,1.75,1.81
1998,-1.93,2.15,0.15,2.1,1.76,-1.1,-0.04,1.86,2.19,1.21,1.4,1.92,1.95
1998,-3.07,4.52,2.12,1.95,-0.41,-0.52,1.2,2.23,1.77,2.01,-0.04,3.42,1.89
1998,-4.34,2.88,0.82,1.94,0.39,-1.51,-1.17,0.65,1.55,1.77,-0.25,1.15,0.57
1998,-3.06,3.56,0.57,2.58,0.95,-1.2,-0.71,0.82,0.97,1.93,0.31,1.4,1.01
